state,parliament_seat,dun_seat,polling_district,code,polling_centre,latitude,longitude
Sarawak,P.203 LUBOK ANTU,N.33 ENGKILILI,KUJOH,203/33/15,RH. MULOK KUJOH,,
Sarawak,P.203 LUBOK ANTU,N.33 ENGKILILI,SPLU,203/33/16,SEKOLAH KEBANGSAAN RIDAN,111.722245,1.219476
Sarawak,P.203 LUBOK ANTU,N.33 ENGKILILI,MERINDUN,203/33/17,TADIKA KEMAS MERINDUN,,
Sarawak,P.203 LUBOK ANTU,N.33 ENGKILILI,TAWAI,203/33/18,RH. HENRY KUDOL; TAWAI ILI,,
Sarawak,P.203 LUBOK ANTU,N.33 ENGKILILI,BASI,203/33/19,SEKOLAH KEBANGSAAN BASI,111.834683,1.04551
Sarawak,P.203 LUBOK ANTU,N.33 ENGKILILI,GELIGAU,203/33/20,SEKOLAH KEBANGSAAN EMPLAM,111.62396,1.18119
Sarawak,P.203 LUBOK ANTU,N.33 ENGKILILI,SEDARAT,203/33/21,SEKOLAH KEBANGSAAN STENGIN/SEDARAT,111.6574,1.189442
Sarawak,P.203 LUBOK ANTU,N.33 ENGKILILI,MAROP,203/33/22,SEKOLAH MENENGAH KEBANGSAAN ENGKILILI,111.640663,1.135294
Sarawak,P.203 LUBOK ANTU,N.33 ENGKILILI,MERIO,203/33/23,BALAI RAYA NG. MERIO,,
Sarawak,P.203 LUBOK ANTU,N.33 ENGKILILI,MERBONG,203/33/24,SEKOLAH KEBANGSAAN ENGKILILI NO. 1,111.640663,1.135294
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,SEBANGKI,203/34/01,SEKOLAH KEBANGSAAN SBANGKI,111.786232,1.144991
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,LUBOK ANTU,203/34/02,SEKOLAH MENENGAH KEBANGSAAN LUBOK ANTU,111.83694,1.03834
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,SEKAROK,203/34/03,SEKOLAH KEBANGSAAN SKAROK,111.87,1.13
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,KESIT,203/34/04,SEKOLAH KEBANGSAAN NANGA KESIT,111.78,1.23
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,KESIT,203/34/04,RH. LIMPENG LEPONG MAWANG KESIT,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,ENGKARI,203/34/05,SEKOLAH KEBANGSAAN ULU ENGKARI,111.978786,1.383046
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,DELOK,203/34/06,SEKOLAH KEBANGSAAN NG. DELOK,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,KAONG,203/34/07,TADIKA KEMAS KAONG ULU,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,KAONG,203/34/07,PUSAT SUMBER NYEMUNGAN SIMPANG,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,EMPIT,203/34/08,SEKOLAH KEBANGSAAN MELABAN,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,KUMPANG,203/34/09,SEKOLAH KEBANGSAAN NANGA AUP,111.7853143,1.1434434
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,KLAMPU,203/34/10,RH. RENGGIE; BUKONG,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,SAYAT,203/34/11,SEKOLAH KEBANGSAAN NANGA KUMPANG,111.72,1.1
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,KUTAI,203/34/12,SEKOLAH KEBANGSAAN LUBOK ANTU,111.833562,1.04125
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,MEPI,203/34/13,SEKOLAH KEBANGSAAN BATANG AI,111.868312,1.107839
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,JELA,203/34/14,TADIKA KEMAS NG. JELA,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,JELA,203/34/14,NG. TELAUS SPS,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,SEMPANG,203/34/15,TADIKA KEMAS SEMPANG,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,BERTIK,203/34/16,DEWAN SERBAGUNA SALCRA SPS BATANG AI,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,KRANGAN MONG,203/34/17,TADIKA KEMAS KRANGAN MONG,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,ENSAWANG,203/34/18,DEWAN SERBAGUNA SALCRA SKIM BATU KAYA,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,KACHONG,203/34/19,SEKOLAH KEBANGSAAN NG. MENYEBAT,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,PATOH,203/34/20,RH. JELI; LUBOK PAYAN,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,PATOH,203/34/20,RH. BAKAR; BAWI PATOH,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,BILARARAP,203/34/21,SEKOLAH KEBANGSAAN ULU LEMANAK,111.731558,1.220592
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,SEPAYA,203/34/22,SEKOLAH KEBANGSAAN NANGA TIBU,111.938452,1.302513
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,GUGU,203/34/23,RH. INTANG MENGILING,,
Sarawak,P.203 LUBOK ANTU,N.34 BATANG AI,NENYANG,203/34/24,SESCO TOWNSHIP HALL,,
Sarawak,P.204 BETONG,N.35 SARIBAS,MANGGUT,204/35/01,SEKOLAH KEBANGSAAN MANGUT,111.350513,1.509072
Sarawak,P.204 BETONG,N.35 SARIBAS,TUI,204/35/02,SEKOLAH KEBANGSAAN TUI,111.3516283,1.5404323
Sarawak,P.204 BETONG,N.35 SARIBAS,DEBAK,204/35/03,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA DEBAK,111.423169,1.565615
Sarawak,P.204 BETONG,N.35 SARIBAS,BUNGIN,204/35/04,SEKOLAH KEBANGSAAN BUNGIN,111.442995,1.469646
Sarawak,P.204 BETONG,N.35 SARIBAS,LIKIS,204/35/05,SEKOLAH KEBANGSAAN ST. CHRISTOPHER DEBAK,111.42,1.57
Sarawak,P.204 BETONG,N.35 SARIBAS,SUPA,204/35/06,SEKOLAH KEBANGSAAN SUPA,111.284595,1.485434
Sarawak,P.204 BETONG,N.35 SARIBAS,ENGKARAS,204/35/07,SEKOLAH KEBANGSAAN MEDANG,111.534276,1.410935
Sarawak,P.204 BETONG,N.35 SARIBAS,BUDA,204/35/08,SEKOLAH KEBANGSAAN KPG. BUDA,111.58,1.44
Sarawak,P.204 BETONG,N.35 SARIBAS,SERABANG,204/35/09,SEKOLAH KEBANGSAAN SERABANG,111.341765,1.572556
Sarawak,P.204 BETONG,N.35 SARIBAS,BELASAU,204/35/10,SEKOLAH KEBANGSAAN ST. BARNABAS,111.290646,1.619238
Sarawak,P.204 BETONG,N.35 SARIBAS,SABAR,204/35/11,RH. INCHOK SABAR,,
Sarawak,P.204 BETONG,N.35 SARIBAS,DIT,204/35/12,SEKOLAH KEBANGSAAN DIT,111.376562,1.57102
Sarawak,P.204 BETONG,N.35 SARIBAS,DIT HULU,204/35/13,RH. JIMBAT DIT ULU,,
Sarawak,P.204 BETONG,N.35 SARIBAS,BUNGEI,204/35/14,SEKOLAH KEBANGSAAN DATUK BANDAR,111.43,1.56
Sarawak,P.204 BETONG,N.35 SARIBAS,JERAI,204/35/15,RH. STEPHEN LAMBOR JERAI,,
Sarawak,P.204 BETONG,N.35 SARIBAS,DEBAK LAUT,204/35/16,DEWAN JKK KPG. DEBAK LAUT,,
Sarawak,P.204 BETONG,N.35 SARIBAS,SEREMBANG,204/35/17,SEKOLAH KEBANGSAAN SEREMBANG,111.397848,1.476296
Sarawak,P.204 BETONG,N.35 SARIBAS,TANJONG ASSAM,204/35/18,SEKOLAH KEBANGSAAN TANJUNG ASSAM,111.41,1.47
Sarawak,P.204 BETONG,N.35 SARIBAS,SEBEMBAN,204/35/19,SEKOLAH KEBANGSAAN SEBEMBAN,111.452351,1.453301
Sarawak,P.204 BETONG,N.35 SARIBAS,BELINGAN,204/35/20,SEKOLAH KEBANGSAAN BALINGAN,111.45793,1.431336
Sarawak,P.204 BETONG,N.35 SARIBAS,BUDAK,204/35/21,RH. JAMES TUJUH AK PANGGAU BUDAK ILI,,
Sarawak,P.204 BETONG,N.36 LAYAR,SPAK,204/36/01,SEKOLAH KEBANGSAAN NG. SPAK,111.610444,1.528562
Sarawak,P.204 BETONG,N.36 LAYAR,PADEH,204/36/02,SEKOLAH KEBANGSAAN ST. BARTHOLOMEW,111.565607,1.462851
Sarawak,P.204 BETONG,N.36 LAYAR,BEBANGGAI,204/36/03,RH. MARGERET ACHIK BEBANGGAI KANAN,,
Sarawak,P.204 BETONG,N.36 LAYAR,BETONG,204/36/04,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BETONG,111.575668,1.370564
Sarawak,P.204 BETONG,N.36 LAYAR,KAMPUNG BETONG,204/36/05,SEKOLAH KEBANGSAAN ABANG ABDUL KADIR,111.5270667,1.413716667
Sarawak,P.204 BETONG,N.36 LAYAR,LUBAU,204/36/06,RH. EDWARD BATU LINTANG,,
Sarawak,P.204 BETONG,N.36 LAYAR,PENYALANEH,204/36/07,SEKOLAH KEBANGSAAN ST. MARK,111.627821,1.557356
Sarawak,P.204 BETONG,N.36 LAYAR,JELAU,204/36/08,RH. GALAU RUA NG. JELAU,,
Sarawak,P.204 BETONG,N.36 LAYAR,JELAU,204/36/08,RH. GUMBANG JELAU ATAS,,
Sarawak,P.204 BETONG,N.36 LAYAR,MELANJAN,204/36/09,RH. ROKAYAH MELANJAN,,
Sarawak,P.204 BETONG,N.36 LAYAR,TAPEH,204/36/10,RH. GAWAN NG. TAPEH,,
Sarawak,P.204 BETONG,N.36 LAYAR,LUING,204/36/11,SEKOLAH KEBANGSAAN NG. LAWIH/LESU,111.666498,1.517288
Sarawak,P.204 BETONG,N.36 LAYAR,KRAPA,204/36/12,RH. JAMBAI KERAPA,,
Sarawak,P.204 BETONG,N.36 LAYAR,TEGUYU,204/36/13,RH. NYALAU NAING NG. TEGUYU,,
Sarawak,P.204 BETONG,N.36 LAYAR,PERDU,204/36/14,RH. BRUNDIE BATU PESOK,,
Sarawak,P.204 BETONG,N.36 LAYAR,DABOK,204/36/15,SEKOLAH KEBANGSAAN NG. AJAU,111.574402,1.479685
Sarawak,P.204 BETONG,N.36 LAYAR,GAWIS,204/36/16,SEKOLAH KEBANGSAAN ST. PETER & ST. PAUL,111.616105,1.439081
Sarawak,P.204 BETONG,N.36 LAYAR,BALINGAM,204/36/17,RH. GABRIEL SPENCER SG. SIBAU,,
Sarawak,P.204 BETONG,N.36 LAYAR,BALINGAM,204/36/17,RH. JOHN RAGAI BUAI MELANJAN,,
Sarawak,P.204 BETONG,N.36 LAYAR,KRON,204/36/18,RH. ACHONG KRON,,
Sarawak,P.204 BETONG,N.36 LAYAR,PLEPOK,204/36/19,RH. MANI PELEPOK,,
Sarawak,P.204 BETONG,N.36 LAYAR,PLEPOK,204/36/19,RH. AJI JEFFRIT BUNGKANG,,
Sarawak,P.204 BETONG,N.36 LAYAR,MERUNJAU,204/36/20,RH. GRAMONG MERUNJAU,,
Sarawak,P.204 BETONG,N.36 LAYAR,ENTANAK,204/36/21,RH. RANDI ENTANAK,,
Sarawak,P.204 BETONG,N.36 LAYAR,SAKA,204/36/22,SEKOLAH KEBANGSAAN SAKA,111.551262,1.376849
Sarawak,P.204 BETONG,N.36 LAYAR,PENURIN,204/36/23,RH. SIBAT PENURIN,,
Sarawak,P.204 BETONG,N.36 LAYAR,TANU,204/36/24,RH. TEDDY LEPOH JUNGKAL,,
Sarawak,P.204 BETONG,N.36 LAYAR,JUGIR,204/36/25,DEWAN TAN SRI JABU SEKOLAH MENENGAH KEBANGSAAN ST. AUGUSTINE,,
Sarawak,P.204 BETONG,N.36 LAYAR,PASA,204/36/26,SEKOLAH KEBANGSAAN NG. PASSA,111.288371,1.61898
Sarawak,P.204 BETONG,N.36 LAYAR,SELULAP,204/36/27,RH. SPELL SELULAP,,
Sarawak,P.204 BETONG,N.36 LAYAR,STAMBAK,204/36/28,RH. PATRICK BENJAMIN STAMBAK ULU,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,PENUNUS,204/37/01,RH. PAU PENUNUS,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,RIMBAS,204/37/02,RH. BENJAMIN; ULU RIMBAS,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,SPAOH,204/37/03,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SPAOH,111.48,1.45
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,SURI,204/37/04,SEKOLAH KEBANGSAAN SURI,111.451879,1.525289
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,BUKIT SABAN,204/37/05,RH. KEVIN BUNDAK TANJONG BARU,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,BUKIT SABAN,204/37/05,RH. JAMES JUGOL BELABAK,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,KUBAL,204/37/06,RH. BANTAN SG. LANGIT,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,BRUTAN,204/37/07,RH. LAWRENCE LUBAN ULU,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,BAYOR,204/37/08,RH. JIMMY ULU BAYOR,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,ULU TERU,204/37/09,RH. UCHAU ULU TERU,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,METONG,204/37/10,RH. DENIL MENYALIN BARU,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,DELIT,204/37/11,SEKOLAH KEBANGSAAN NG. GAYAU,111.46835,1.588287
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,DELIT,204/37/11,RH. JAWAT DANGGAT BABU TENGAH,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,BABU,204/37/12,RH. LIDI BUSUK BABU ULU,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,BABU,204/37/12,RH. BADIS ACHAN NG. TOT,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,TRAIE,204/37/13,RH. BASIL MELAKA TRAIE,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,RAPONG,204/37/14,RH. BAWIE RAPONG,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,TOT,204/37/15,RH. RAYONG NG. LOP,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,SPAOH HULU,204/37/16,SEKOLAH MENENGAH KEBANGSAAN SPAOH,111.483164,1.461538
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,SPAOH HILIR,204/37/17,SEKOLAH KEBANGSAAN SPAOH,111.482649,1.44678
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,BELABAK,204/37/18,RH. JUDIN UDAU,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,LINGIT,204/37/19,RH. EVELYN INJA LEMPAONG,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,PENOM,204/37/20,RH. MENDIT PENOM,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,MEROH,204/37/21,RH. JAME LUBOK KLAMPU,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,SEPUNA,204/37/22,RH. LUTA EMPAGA NG. BONG,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,SAMU,204/37/23,RH. ENTERIE SAMU,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,MUTOK,204/37/24,RH. MASING MUTOK,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,PENEBAK,204/37/25,SEKOLAH KEBANGSAAN ST. JOHN,111.7027778,1.6066667
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,BAIR,204/37/26,RH. RICHARD KADIR BAIR,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,JAMBU,204/37/27,RH. JOSEPH SANDA. JAMBU,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,TIPUT,204/37/28,RH. KEDIT RABA TIPUT,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,PELIKOI,204/37/29,RH. THOMAS PELIKOI,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,JALOH,204/37/30,RH. KECHENDAI JALOH,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,SERUDIT,204/37/31,RH. RESELIE UJIS SERUDIT,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,MATOP,204/37/32,RH. ANYI MATOP,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,TEBERU,204/37/33,SEKOLAH KEBANGSAAN PAKU CENTRAL,111.512305,1.507115
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,REMBAI,204/37/34,RH. NYANGGAU CHONG BANGKIT REMBAI BARU,,
Sarawak,P.204 BETONG,N.37 BUKIT SABAN,BANGKIT,204/37/35,RH. MUNAN NG. BANGKIT,,
Sarawak,P.205 SARATOK,N.38 KALAKA,PELUNGA,205/38/01,SEKOLAH KEBANGSAAN SG. NYIAR,,
Sarawak,P.205 SARATOK,N.38 KALAKA,PELUNGA,205/38/01,RH. BUNDAN SG. METONG ROBAN,,
Sarawak,P.205 SARATOK,N.38 KALAKA,PELUNGA,205/38/01,RH. SITI JUBAIDAH ANAK LANCHANG; SG. ENGKABANG,,
Sarawak,P.205 SARATOK,N.38 KALAKA,PELUNGA,205/38/01,SEKOLAH MENENGAH KEBANGSAAN KALAKA,111.3188889,1.8527778
Sarawak,P.205 SARATOK,N.38 KALAKA,PERPAT,205/38/02,SEKOLAH KEBANGSAAN LUBOK NIBONG,,
Sarawak,P.205 SARATOK,N.38 KALAKA,PERPAT,205/38/02,SEKOLAH KEBANGSAAN KG. PALOH,,
Sarawak,P.205 SARATOK,N.38 KALAKA,PERPAT,205/38/02,SEKOLAH KEBANGSAAN PERPAT,111.1587194,1.7514222
Sarawak,P.205 SARATOK,N.38 KALAKA,KABA,205/38/03,SEKOLAH KEBANGSAAN HAJI BOLLAH,111.2075535,1.7297727
Sarawak,P.205 SARATOK,N.38 KALAKA,KABA,205/38/03,SEKOLAH KEBANGSAAN KG. KUPANG,,
Sarawak,P.205 SARATOK,N.38 KALAKA,KABA,205/38/03,SEKOLAH JENIS KEBANGSAAN (CINA) MIN SYN SARATOK,111.3355556,1.7386111
Sarawak,P.205 SARATOK,N.38 KALAKA,SARATOK,205/38/04,SEKOLAH KEBANGSAAN ABANG ABDUL RAHMAN,111.338691,1.741007
Sarawak,P.205 SARATOK,N.38 KALAKA,TENGALAT,205/38/05,SEKOLAH KEBANGSAAN SG. ENTEBU,,
Sarawak,P.205 SARATOK,N.38 KALAKA,SENYAWAN,205/38/06,SEKOLAH KEBANGSAAN SUNGEI ANTU,111.366261,1.74708
Sarawak,P.205 SARATOK,N.39 KRIAN,MUDONG,205/39/01,RH. JIMBUN KOP IBUS,,
Sarawak,P.205 SARATOK,N.39 KRIAN,MUDONG,205/39/01,SEKOLAH KEBANGSAAN MUDONG,111.42,1.96
Sarawak,P.205 SARATOK,N.39 KRIAN,MUDONG,205/39/01,SEKOLAH KEBANGSAAN SUPOK,111.3273382,1.9012728
Sarawak,P.205 SARATOK,N.39 KRIAN,MUDONG,205/39/01,RH. MAWAT; BRATONG,,
Sarawak,P.205 SARATOK,N.39 KRIAN,BRAYANG,205/39/02,SEKOLAH KEBANGSAAN BERAYANG,111.3853598,1.9117383
Sarawak,P.205 SARATOK,N.39 KRIAN,BRAYANG,205/39/02,SEKOLAH KEBANGSAAN LICHOK,111.363013,1.893872
Sarawak,P.205 SARATOK,N.39 KRIAN,BATU ANAM,205/39/03,SEKOLAH KEBANGSAAN ULU SEBETAN,111.36,1.74
Sarawak,P.205 SARATOK,N.39 KRIAN,BATU ANAM,205/39/03,SEKOLAH KEBANGSAAN KALAKA CENTRAL,111.33,1.8
Sarawak,P.205 SARATOK,N.39 KRIAN,BATU ANAM,205/39/03,SEKOLAH KEBANGSAAN ENGKUDU,111.304873,1.786475
Sarawak,P.205 SARATOK,N.39 KRIAN,BATU ANAM,205/39/03,SEKOLAH KEBANGSAAN SUNGAI KLAMPAI,111.338281,1.832645
Sarawak,P.205 SARATOK,N.39 KRIAN,DISO,205/39/04,SEKOLAH KEBANGSAAN TEMUDOK AWIK,111.3708115,1.7474993
Sarawak,P.205 SARATOK,N.39 KRIAN,DISO,205/39/04,SEKOLAH KEBANGSAAN ST. PETER SARATOK,,
Sarawak,P.205 SARATOK,N.39 KRIAN,DISO,205/39/04,SEKOLAH KEBANGSAAN NG. MALONG,,
Sarawak,P.205 SARATOK,N.39 KRIAN,AWIK,205/39/05,SEKOLAH KEBANGSAAN ULU AWIK,111.442738,1.86031
Sarawak,P.205 SARATOK,N.39 KRIAN,AWIK,205/39/05,RH. JELIAN; ULU RISAU,,
Sarawak,P.205 SARATOK,N.39 KRIAN,AWIK,205/39/05,SEKOLAH KEBANGSAAN NG. ATOI,,
Sarawak,P.205 SARATOK,N.39 KRIAN,AWIK,205/39/05,RH. ASON; TEMBAWAI KAPOK,,
Sarawak,P.205 SARATOK,N.39 KRIAN,AWIK,205/39/05,SEKOLAH KEBANGSAAN LUBOK KEPAYANG,111.384189,1.80465
Sarawak,P.205 SARATOK,N.39 KRIAN,AWIK,205/39/05,RH. AYOM NG. LUAU,,
Sarawak,P.205 SARATOK,N.39 KRIAN,MELUPA,205/39/06,DEWAN SERBAGUNA ST. JEROME KAKI WONG SARATOK,,
Sarawak,P.205 SARATOK,N.39 KRIAN,MELUPA,205/39/06,RH. MAWAN; KAWIT SARATOK,,
Sarawak,P.205 SARATOK,N.39 KRIAN,MELUPA,205/39/06,SEKOLAH KEBANGSAAN NG. ASSAM,,
Sarawak,P.205 SARATOK,N.39 KRIAN,MELUPA,205/39/06,SEKOLAH KEBANGSAAN MENDAS,111.338969,1.747414
Sarawak,P.205 SARATOK,N.39 KRIAN,KABO,205/39/07,SEKOLAH KEBANGSAAN KABO HILIR,111.483889,1.782778
Sarawak,P.205 SARATOK,N.39 KRIAN,KABO,205/39/07,SEKOLAH KEBANGSAAN WONG BESI,111.400723,1.832645
Sarawak,P.205 SARATOK,N.39 KRIAN,KABO,205/39/07,SEKOLAH KEBANGSAAN PRAJA,111.3528391,1.7362
Sarawak,P.205 SARATOK,N.39 KRIAN,KABO,205/39/07,RH. ILLAI KRANGAN RUSA ILI,,
Sarawak,P.205 SARATOK,N.39 KRIAN,KABO,205/39/07,SEKOLAH KEBANGSAAN BABANG,111.494252,1.73263
Sarawak,P.205 SARATOK,N.39 KRIAN,KABO,205/39/07,SEKOLAH KEBANGSAAN LEMPA,111.4158089,1.7585882
Sarawak,P.205 SARATOK,N.39 KRIAN,KABO,205/39/07,SEKOLAH KEBANGSAAN ULU KABO,111.483679,1.883644
Sarawak,P.205 SARATOK,N.39 KRIAN,GERENJANG,205/39/08,SEKOLAH KEBANGSAAN ULU BUDU,111.549082,1.757022
Sarawak,P.205 SARATOK,N.39 KRIAN,GERENJANG,205/39/08,RH. UDENG ULU BUDU SARATOK,,
Sarawak,P.205 SARATOK,N.39 KRIAN,GERENJANG,205/39/08,SEKOLAH KEBANGSAAN NG. BUDU,,
Sarawak,P.205 SARATOK,N.39 KRIAN,GERENJANG,205/39/08,RH. JELAI; ENGKALA SARATOK,,
Sarawak,P.205 SARATOK,N.39 KRIAN,GERENJANG,205/39/08,RH. JABU CHUNDI; NG. SENULAU BUDU,,
Sarawak,P.205 SARATOK,N.39 KRIAN,GERENJANG,205/39/08,RH. SUBING ULU KRIAN,,
Sarawak,P.205 SARATOK,N.39 KRIAN,GERENJANG,205/39/08,RH. NGITAR AWAS KRIAN,,
Sarawak,P.205 SARATOK,N.39 KRIAN,GERENJANG,205/39/08,SEKOLAH KEBANGSAAN NG. GRENJANG,,
Sarawak,P.205 SARATOK,N.39 KRIAN,GERENJANG,205/39/08,RH. ENDIT NG. BATANG,,
Sarawak,P.205 SARATOK,N.39 KRIAN,BAJAU,205/39/09,SEKOLAH KEBANGSAAN NG. ABU,,
Sarawak,P.205 SARATOK,N.39 KRIAN,BAJAU,205/39/09,RH. EMPAWIE BAJAU SARATOK,,
Sarawak,P.205 SARATOK,N.39 KRIAN,KRANGAN,205/39/10,SEKOLAH KEBANGSAAN KLUA,111.4005556,1.7097222
Sarawak,P.205 SARATOK,N.39 KRIAN,KRANGAN,205/39/10,SEKOLAH KEBANGSAAN ORANG KAYA TEMENGGONG TANDUK,111.502219,1.765602
Sarawak,P.205 SARATOK,N.40 KABONG,NYABOR,205/40/01,SEKOLAH KEBANGSAAN HJ. JUNID,,
Sarawak,P.205 SARATOK,N.40 KABONG,NYABOR,205/40/01,SEKOLAH KEBANGSAAN KPG. ALIT,,
Sarawak,P.205 SARATOK,N.40 KABONG,NYABOR,205/40/01,SEKOLAH KEBANGSAAN ENGKABANG,111.105556,1.778889
Sarawak,P.205 SARATOK,N.40 KABONG,NYABOR,205/40/01,SEKOLAH KEBANGSAAN ST. MICHAEL PLASSU,,
Sarawak,P.205 SARATOK,N.40 KABONG,NYABOR,205/40/01,SEKOLAH KEBANGSAAN SG. PASIR,,
Sarawak,P.205 SARATOK,N.40 KABONG,NYABOR,205/40/01,SEKOLAH KEBANGSAAN TO' EMAN,111.189929,1.941655
Sarawak,P.205 SARATOK,N.40 KABONG,NYABOR,205/40/01,SEKOLAH KEBANGSAAN KG. EMPLAM,,
Sarawak,P.205 SARATOK,N.40 KABONG,NYABOR,205/40/01,SEKOLAH KEBANGSAAN ABG. MOH SESSANG,111.1902778,1.8875
Sarawak,P.205 SARATOK,N.40 KABONG,ROBAN,205/40/02,SEKOLAH KEBANGSAAN ULU ROBAN,111.364882,1.900529
Sarawak,P.205 SARATOK,N.40 KABONG,ROBAN,205/40/02,SEKOLAH KEBANGSAAN ST. PAUL ROBAN,,
Sarawak,P.205 SARATOK,N.40 KABONG,ROBAN,205/40/02,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA ROBAN,111.3058333,1.8852778
Sarawak,P.205 SARATOK,N.40 KABONG,KABONG,205/40/03,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA KABONG,111.15351,1.923295
Sarawak,P.205 SARATOK,N.40 KABONG,KABONG,205/40/03,SEKOLAH KEBANGSAAN ABANG LEMAN,111.121817,1.803263
Sarawak,P.206 TANJONG MANIS,N.41 KUALA RAJANG,SELALANG,206/41/01,SEKOLAH KEBANGSAAN MANDOR ARIS,111.3167,2.01955
Sarawak,P.206 TANJONG MANIS,N.41 KUALA RAJANG,BELAWAI,206/41/02,SEKOLAH KEBANGSAAN STALON,111.216793,2.227765
Sarawak,P.206 TANJONG MANIS,N.41 KUALA RAJANG,BELAWAI,206/41/02,SEKOLAH KEBANGSAAN ABANG GESA,111.215723,2.232157
Sarawak,P.206 TANJONG MANIS,N.41 KUALA RAJANG,RAJANG,206/41/03,SEKOLAH KEBANGSAAN BAYANG,111.29012,2.21267
Sarawak,P.206 TANJONG MANIS,N.41 KUALA RAJANG,RAJANG,206/41/03,SEKOLAH KEBANGSAAN ABANG GALAU,111.254205,2.153314
Sarawak,P.206 TANJONG MANIS,N.41 KUALA RAJANG,RAJANG,206/41/03,SEKOLAH KEBANGSAAN ABANG BUYUK,111.220675,2.20443
Sarawak,P.206 TANJONG MANIS,N.41 KUALA RAJANG,SARI,206/41/04,SEKOLAH KEBANGSAAN JAWA,111.3685167,2.002483333
Sarawak,P.206 TANJONG MANIS,N.41 KUALA RAJANG,SARI,206/41/04,SEKOLAH KEBANGSAAN ADIN,111.4110833,2.053783333
